File_index,Function,Line,Variable,out_xor,out_xor_relative,diffnormr,outcome,iter,bit,DI
146,readA,167,A,1.4551915228366852e-11,2.19034649857358e-13,3.477474297e-07,Masked,0,9,9
147,readA,167,A,-2.3283064365386963e-10,3.504554397717728e-12,3.477470883e-07,Masked,0,13,9
148,readA,167,A,-3.725290298461914e-09,5.607287036348365e-11,3.477422681e-07,Masked,0,17,9
149,readA,167,A,5.960464477539063e-08,8.971659258157384e-10,3.478296759e-07,Masked,0,21,9
150,readA,167,A,-9.5367431640625e-07,1.4354654813051814e-08,3.464311499e-07,Masked,0,25,9
151,readA,167,A,1.52587890625e-05,2.2967447700882903e-07,3.688075165e-07,Masked,0,29,9
152,readA,167,A,0.000244140625,3.6747916321412644e-06,6.846979147e-07,Masked,0,33,9
153,readA,167,A,-0.00390625,5.879666611426023e-05,5.046710016e-06,Masked,0,37,9
154,readA,167,A,0.0625,0.0009407466578281637,8.58226052698e-05,Masked,0,41,9
155,readA,167,A,1.0,0.015051946525250619,0.0011667482408727,Masked,0,45,9
156,readA,167,A,16.0,0.2408311444040099,0.0011663686124982,Masked,0,49,9
157,readA,167,A,-62.284303124999994,0.9375,0.0077889261181523,Masked,0,53,9
158,readA,167,A,1.2255387728599712e+21,1.8446744073709552e+19,1.855960536763009,SDC,0,57,9
159,readA,167,A,-66.43659,1.0,0.01118877460939,Masked,0,61,9
160,readA,167,A,7.105427357601002e-15,4.937077660390482e-16,3.477474097e-07,Masked,0,1,10
161,readA,167,A,1.1368683772161603e-13,7.899324256624772e-15,3.477474094e-07,Masked,0,5,10
162,readA,167,A,-1.8189894035458565e-12,1.2638918810599635e-13,3.477474138e-07,Masked,0,9,10
163,readA,167,A,2.9103830456733704e-11,2.0222270096959416e-12,3.477473438e-07,Masked,0,13,10
164,readA,167,A,-4.656612873077393e-10,3.2355632155135065e-11,3.477484636e-07,Masked,0,17,10
165,readA,167,A,7.450580596923828e-09,5.17690114482161e-10,3.477305474e-07,Masked,0,21,10
166,readA,167,A,1.1920928955078125e-07,8.283041831714577e-09,3.474777599e-07,Masked,0,25,10
167,readA,167,A,-1.9073486328125e-06,1.3252866930743323e-07,3.521044402e-07,Masked,0,29,10
168,readA,167,A,3.0517578125e-05,2.1204587089189316e-06,2.889492235e-07,Masked,0,33,10
169,readA,167,A,0.00048828125,3.3927339342702906e-05,1.8721599536e-06,Masked,0,37,10
170,readA,167,A,0.0078125,0.0005428374294832465,0.0006406682225127,Masked,0,41,10
171,readA,167,A,-0.125,0.008685398871731944,0.005531404369195,Masked,0,45,10
172,readA,167,A,-2.0,0.1389663819477111,0.0021332993366792,Masked,0,49,10
173,readA,167,A,215.87955,14.999999999999998,389.40627608099106,SDC,0,53,10
174,readA,167,A,2.6548498730650567e+20,1.8446744073709552e+19,3.6356465443474943e+37,SDC,0,57,10
175,readA,167,A,-14.39197,1.0,0.0608836128300982,SDC,0,61,10
176,readA,167,A,-3.552713678800501e-15,5.957114838553874e-16,3.477474097e-07,Masked,0,1,11
177,readA,167,A,5.684341886080802e-14,9.531383741686198e-15,3.477474098e-07,Masked,0,5,11
178,readA,167,A,9.094947017729282e-13,1.5250213986697917e-13,3.477474113e-07,Masked,0,9,11
179,readA,167,A,-1.4551915228366852e-11,2.4400342378716667e-12,3.477473835e-07,Masked,0,13,11
180,readA,167,A,-2.3283064365386963e-10,3.904054780594667e-11,3.477469909e-07,Masked,0,17,11
181,readA,167,A,-3.725290298461914e-09,6.246487648951467e-10,3.477407086e-07,Masked,0,21,11
182,readA,167,A,-5.960464477539063e-08,9.994380238322347e-09,3.476402114e-07,Masked,0,25,11
183,readA,167,A,9.5367431640625e-07,1.5991008381315755e-07,3.494681353e-07,Masked,0,29,11
184,readA,167,A,1.52587890625e-05,2.5585613410105208e-06,3.765331403e-07,Masked,0,33,11
185,readA,167,A,-0.000244140625,4.093698145616833e-05,2.510344312e-07,Masked,0,37,11
186,readA,167,A,0.00390625,0.0006549917032986933,9.47678693679e-05,Masked,0,41,11
187,readA,167,A,-0.0625,0.010479867252779093,0.0144782188556192,Masked,0,45,11
188,readA,167,A,-1.0,0.1676778760444655,0.0067462953614396,Masked,0,49,11
189,readA,167,A,89.45724,15.000000000000002,165.55981326039995,SDC,0,53,11
190,readA,167,A,1.100129874546942e+20,1.8446744073709552e+19,5.882056535159706e+32,SDC,0,57,11
191,readA,167,A,-5.963816,1.0,0.0024150466947251,Masked,0,61,11
192,readA,167,A,-7.105427357601002e-15,6.498702036748157e-16,3.477474097e-07,Masked,0,1,12
193,readA,167,A,-1.1368683772161603e-13,1.0397923258797052e-14,3.4774741e-07,Masked,0,5,12
194,readA,167,A,-1.8189894035458565e-12,1.6636677214075283e-13,3.477474142e-07,Masked,0,9,12
195,readA,167,A,-2.9103830456733704e-11,2.6618683542520453e-12,3.477474817e-07,Masked,0,13,12
196,readA,167,A,4.656612873077393e-10,4.2589893668032725e-11,3.477462587e-07,Masked,0,17,12
197,readA,167,A,-7.450580596923828e-09,6.814382986885236e-10,3.477658266e-07,Masked,0,21,12
198,readA,167,A,1.1920928955078125e-07,1.0903012779016378e-08,3.474529244e-07,Masked,0,25,12
199,readA,167,A,1.9073486328125e-06,1.7444820446426204e-07,3.43077466e-07,Masked,0,29,12
200,readA,167,A,3.0517578125e-05,2.7911712714281927e-06,2.837344777e-07,Masked,0,33,12
201,readA,167,A,0.00048828125,4.465874034285108e-05,2.0641395852e-06,Masked,0,37,12
202,readA,167,A,-0.0078125,0.0007145398454856173,0.0007484783187823,Masked,0,41,12
203,readA,167,A,-0.125,0.011432637527769877,0.0055105309175859,Masked,0,45,12
204,readA,167,A,-2.0,0.18292220044431803,0.0014762091473931,Masked,0,49,12
205,readA,167,A,164.00415,15.000000000000002,5.903480919605833,SDC,0,53,12
206,readA,167,A,2.016895054717515e+20,1.8446744073709552e+19,5.892772082922069e+36,SDC,0,57,12
207,readA,167,A,-10.93361,1.0,0.0027086263839898,Masked,0,61,12
208,readA,167,A,7.105427357601002e-15,7.361408562094126e-16,3.477474097e-07,Masked,0,1,13
209,readA,167,A,-1.1368683772161603e-13,1.1778253699350602e-14,3.477474098e-07,Masked,0,5,13
210,readA,167,A,-1.8189894035458565e-12,1.8845205918960963e-13,3.477474119e-07,Masked,0,9,13
211,readA,167,A,2.9103830456733704e-11,3.015232947033754e-12,3.477473744e-07,Masked,0,13,13
212,readA,167,A,-4.656612873077393e-10,4.8243727152540066e-11,3.477479745e-07,Masked,0,17,13
213,readA,167,A,7.450580596923828e-09,7.71899634440641e-10,3.477383731e-07,Masked,0,21,13
214,readA,167,A,-1.1920928955078125e-07,1.2350394151050257e-08,3.478919993e-07,Masked,0,25,13
215,readA,167,A,-1.9073486328125e-06,1.976063064168041e-07,3.500616231e-07,Masked,0,29,13
216,readA,167,A,-3.0517578125e-05,3.1617009026688657e-06,3.84974635e-07,Masked,0,33,13
217,readA,167,A,-0.00048828125,5.058721444270185e-05,9.945149426e-07,Masked,0,37,13
218,readA,167,A,-0.0078125,0.0008093954310832296,2.36997277492e-05,Masked,0,41,13
219,readA,167,A,-0.125,0.012950326897331674,0.0030838588868167,Masked,0,45,13
220,readA,167,A,2.0,0.20720523035730679,0.0065512821971145,Masked,0,49,13
221,readA,167,A,144.78399,15.0,342.19944753072974,SDC,0,53,13
222,readA,167,A,1.7805288063336818e+20,1.8446744073709552e+19,1.2807532050452952e+37,SDC,0,57,13
223,readA,167,A,-9.652266,1.0,0.0248916503890775,Masked,0,61,13
224,readA,167,A,-7.105427357601002e-15,6.234247392697991e-16,3.477474097e-07,Masked,0,1,14
225,readA,167,A,-1.1368683772161603e-13,9.974795828316786e-15,3.477474093e-07,Masked,0,5,14
226,readA,167,A,-1.8189894035458565e-12,1.5959673325306857e-13,3.477474028e-07,Masked,0,9,14
227,readA,167,A,2.9103830456733704e-11,2.553547732049097e-12,3.477475205e-07,Masked,0,13,14
228,readA,167,A,4.656612873077393e-10,4.0856763712785554e-11,3.47749182e-07,Masked,0,17,14
229,readA,167,A,-7.450580596923828e-09,6.537082194045689e-10,3.47719052e-07,Masked,0,21,14
230,readA,167,A,1.1920928955078125e-07,1.0459331510473102e-08,3.482011912e-07,Masked,0,25,14
231,readA,167,A,-1.9073486328125e-06,1.6734930416756963e-07,3.405018326e-07,Masked,0,29,14
232,readA,167,A,3.0517578125e-05,2.677588866681114e-06,4.674981138e-07,Masked,0,33,14
233,readA,167,A,-0.00048828125,4.2841421866897825e-05,5.898362427e-07,Masked,0,37,14
234,readA,167,A,0.0078125,0.0006854627498703652,0.0002632277842363,Masked,0,41,14
235,readA,167,A,-0.125,0.010967403997925843,0.028868480057421,Masked,0,45,14
236,readA,167,A,-2.0,0.1754784639668135,0.0083581137010399,Masked,0,49,14
237,readA,167,A,170.96115,15.0,9.521564793242133,SDC,0,53,14
238,readA,167,A,2.10245105373138e+20,1.8446744073709552e+19,2.9579948406515943e+34,SDC,0,57,14
239,readA,167,A,-11.39741,1.0,0.0087887118394707,Masked,0,61,14
240,readA,167,A,3.552713678800501e-15,5.108949879938631e-16,3.477474097e-07,Masked,0,1,15
241,readA,167,A,5.684341886080802e-14,8.17431980790181e-15,3.477474097e-07,Masked,0,5,15
242,readA,167,A,9.094947017729282e-13,1.3078911692642896e-13,3.477474097e-07,Masked,0,9,15
243,readA,167,A,-1.4551915228366852e-11,2.0926258708228633e-12,3.477474099e-07,Masked,0,13,15
244,readA,167,A,-2.3283064365386963e-10,3.348201393316581e-11,3.477474127e-07,Masked,0,17,15
245,readA,167,A,3.725290298461914e-09,5.35712222930653e-10,3.47747362e-07,Masked,0,21,15
246,readA,167,A,-5.960464477539063e-08,8.571395566890448e-09,3.477482106e-07,Masked,0,25,15
247,readA,167,A,9.5367431640625e-07,1.3714232907024717e-07,3.477443008e-07,Masked,0,29,15
248,readA,167,A,1.52587890625e-05,2.1942772651239547e-06,3.498898782e-07,Masked,0,33,15
249,readA,167,A,-0.000244140625,3.5108436241983275e-05,9.494745811e-07,Masked,0,37,15
250,readA,167,A,0.00390625,0.0005617349798717324,0.000152762673317,Masked,0,41,15
251,readA,167,A,-0.0625,0.008987759677947718,0.0216281026087337,Masked,0,45,15
252,readA,167,A,1.0,0.1438041548471635,0.0054889353408794,Masked,0,49,15
253,readA,167,A,104.30853,15.0,234.07030159189603,SDC,0,53,15
254,readA,167,A,1.28276850507657e+20,1.8446744073709552e+19,nan,DUE,0,57,15
255,readA,167,A,-6.953902,1.0,0.0218664192850559,Masked,0,61,15
256,readA,167,A,-7.105427357601002e-15,7.624492924028029e-16,3.477474097e-07,Masked,0,1,16
257,readA,167,A,1.1368683772161603e-13,1.2199188678444846e-14,3.477474097e-07,Masked,0,5,16
258,readA,167,A,1.8189894035458565e-12,1.9518701885511754e-13,3.477474099e-07,Masked,0,9,16
259,readA,167,A,-2.9103830456733704e-11,3.1229923016818807e-12,3.477474071e-07,Masked,0,13,16
260,readA,167,A,-4.656612873077393e-10,4.996787682691009e-11,3.477473669e-07,Masked,0,17,16
261,readA,167,A,-7.450580596923828e-09,7.994860292305614e-10,3.477467251e-07,Masked,0,21,16
262,readA,167,A,1.1920928955078125e-07,1.2791776467688983e-08,3.477583678e-07,Masked,0,25,16
263,readA,167,A,-1.9073486328125e-06,2.0466842348302373e-07,3.475732063e-07,Masked,0,29,16
264,readA,167,A,-3.0517578125e-05,3.2746947757283797e-06,3.452144403e-07,Masked,0,33,16
265,readA,167,A,-0.00048828125,5.2395116411654075e-05,3.722965548e-07,Masked,0,37,16
266,readA,167,A,0.0078125,0.0008383218625864652,1.89187029419e-05,Masked,0,41,16
267,readA,167,A,0.125,0.013413149801383443,0.0042759939278344,Masked,0,45,16
268,readA,167,A,2.0,0.2146103968221351,0.0049487211621813,Masked,0,49,16
269,readA,167,A,139.788195,15.000000000000002,502.47540018074216,SDC,0,53,16
270,readA,167,A,1.71909137179387e+20,1.8446744073709552e+19,9.809681272639292e+35,SDC,0,57,16
271,readA,167,A,-9.319213,1.0,0.0367283964315476,Masked,0,61,16
272,readA,167,A,7.105427357601002e-15,4.937077660390482e-16,3.477474097e-07,Masked,0,1,17
273,readA,167,A,1.1368683772161603e-13,7.899324256624772e-15,3.477474098e-07,Masked,0,5,17
274,readA,167,A,-1.8189894035458565e-12,1.2638918810599635e-13,3.477474075e-07,Masked,0,9,17
275,readA,167,A,2.9103830456733704e-11,2.0222270096959416e-12,3.477474443e-07,Masked,0,13,17
276,readA,167,A,-4.656612873077393e-10,3.2355632155135065e-11,3.477468565e-07,Masked,0,17,17
277,readA,167,A,7.450580596923828e-09,5.17690114482161e-10,3.477562608e-07,Masked,0,21,17
278,readA,167,A,1.1920928955078125e-07,8.283041831714577e-09,3.478891736e-07,Masked,0,25,17
279,readA,167,A,-1.9073486328125e-06,1.3252866930743323e-07,3.45521822e-07,Masked,0,29,17
280,readA,167,A,3.0517578125e-05,2.1204587089189316e-06,3.94271161e-07,Masked,0,33,17
281,readA,167,A,0.00048828125,3.3927339342702906e-05,3.5572986762e-06,Masked,0,37,17
282,readA,167,A,0.0078125,0.0005428374294832465,0.0006675658368677,Masked,0,41,17
283,readA,167,A,-0.125,0.008685398871731944,0.0057979703464274,Masked,0,45,17
284,readA,167,A,-2.0,0.1389663819477111,0.0065920691702633,Masked,0,49,17
285,readA,167,A,215.87955,14.999999999999998,17354.82091370255,SDC,0,53,17
286,readA,167,A,2.6548498730650567e+20,1.8446744073709552e+19,1.5732105316205225e+37,SDC,0,57,17
287,readA,167,A,-14.39197,1.0,0.0026608082950252,Masked,0,61,17
288,readA,167,A,5.684341886080802e-14,8.399583778785649e-16,3.477474097e-07,Masked,0,1,18
289,readA,167,A,-9.094947017729282e-13,1.3439334046057039e-14,3.477474098e-07,Masked,0,5,18
