File_index,Function,Line,Variable,out_xor,out_xor_relative,diffnormr,outcome,iter,bit
12107,matvec,25,Ap,0.0009765625,0.011336969662211038,3.477474097e-07,Masked,6,45
5070,matvec,25,Ap,-9.135080082548064e+21,-1.8446744073709552e+19,133.72163765790572,SDC,2,57
2093,matvec,25,Ap,0.0,0,3.477474097e-07,Masked,init,53
2671,waxpby,33,r,-157.2561,1.0,0.0786527560750203,SDC,1,61
11549,matvec,25,Ap,0.1676398302490997,-0.9375000000000001,3.477474097e-07,Masked,6,53
11790,matvec,25,Ap,-0.5094710551784026,1.0,3.477474097e-07,Masked,6,57
5022,matvec,25,Ap,-5.291080191296284e+21,-1.8446744073709552e+19,133.72163765790575,SDC,2,57
1357,matvec,25,Ap,0.0,0,3.477474097e-07,Masked,init,53
2831,matvec,25,Ap,-27330.7477216382,1.0,2.7695741598373416,SDC,1,61
3070,matvec,25,Ap,4.428774137028541e+23,1.8446744073709552e+19,1447.7741780604977,SDC,1,57
5647,dot,57,sum,-218052.12749930492,1.0,nan,DUE,2,61
8475,matvec,25,Ap,-0.25,0.010684902838476734,5.8724999099e-06,Masked,4,45
6267,matvec,25,Ap,-4.0,-0.008134747716464219,0.0435389752719525,Masked,3,45
12092,matvec,25,Ap,0.015625,0.1536737986072288,3.477474097e-07,Masked,6,49
2123,matvec,25,Ap,0.0,0,3.477474097e-07,Masked,init,45
5884,daxpby,40,y,2.0,0.23497744474638846,0.0078458472466926,Masked,2,49
1519,matvec,25,Ap,2.0,0,8.48486373906e-05,Masked,init,61
